test,item,score,speaker_name,speaker,rater,rater_gender,rater_age,speaker_wav
137,38,4,ENY,3337,237,F.r,44,38_E08_NY.wav
137,39,2,MJU,3335,237,F.r,44,39_M05_JU.wav
137,40,6,EOK,3341,237,F.r,44,40_E13_OK.wav
137,41,2,INY,3336,237,F.r,44,41_I01_NY.wav
137,42,2,IJU,3340,237,F.r,44,42_I05_JU.wav
137,43,4,EOK,3341,237,F.r,44,43_E08_OK.wav
137,44,7,ENY,3337,237,F.r,44,44_E05_NY.wav
137,45,4,MJU,3335,237,F.r,44,45_M10_JU.wav
137,46,1,IOK,3339,237,F.r,44,46_I08_OK.wav
137,47,1,INY,3336,237,F.r,44,47_I13_NY.wav
137,48,1,IJU,3340,237,F.r,44,48_I02_JU.wav
137,49,5,EOK,3341,237,F.r,44,49_E10_OK.wav
137,50,1,INY,3336,237,F.r,44,50_I05_NY.wav
137,51,3,EJU,3343,237,F.r,44,51_E08_JU.wav
137,52,2,IOK,3339,237,F.r,44,52_I10_OK.wav
137,53,2,MNY,3342,237,F.r,44,53_M13_NY.wav
137,54,2,IJU,3340,237,F.r,44,54_I10_JU.wav
137,55,1,IOK,3339,237,F.r,44,55_I02_OK.wav
137,56,7,ENY,3337,237,F.r,44,56_E13_NY.wav
137,57,4,MJU,3335,237,F.r,44,57_M01_JU.wav
137,4,3,MOK,3338,405,F.r,37,04_M01_OK.wav
137,5,7,ENY,3337,405,F.r,37,05_E10_NY.wav
137,6,5,MJU,3335,405,F.r,37,06_M08_JU.wav
137,7,7,IOK,3339,405,F.r,37,07_I05_OK.wav
137,8,6,ENY,3337,405,F.r,37,08_E02_NY.wav
137,9,5,IJU,3340,405,F.r,37,09_I01_JU.wav
137,10,5,MOK,3338,405,F.r,37,10_M05_OK.wav
137,11,7,INY,3336,405,F.r,37,11_I08_NY.wav
137,12,4,MJU,3335,405,F.r,37,12_M13_JU.wav
137,13,6,EOK,3341,405,F.r,37,13_E02_OK.wav
137,14,2,MNY,3342,405,F.r,37,14_M05_NY.wav
137,15,7,EJU,3343,405,F.r,37,15_E10_JU.wav
137,16,5,MOK,3338,405,F.r,37,16_M13_OK.wav
137,17,3,ENY,3337,405,F.r,37,17_E01_NY.wav
137,18,5,IJU,3340,405,F.r,37,18_I08_JU.wav
137,19,2,EOK,3341,405,F.r,37,19_E01_OK.wav
137,20,1,MNY,3342,405,F.r,37,20_M10_NY.wav
137,21,5,EJU,3343,405,F.r,37,21_E02_JU.wav
137,22,4,IOK,3339,405,F.r,37,22_I01_OK.wav
